region,tini_curvature,se_tini_curvature,ci_width_curvature,amplitude_curvature,k_curvature,r2_curvature,converged_curvature,tini_fdrad,se_tini_fdrad,ci_width_fdrad,amplitude_fdrad,k_fdrad,r2_fdrad,converged_fdrad,delta_tini,manuscript_tini_curvature,manuscript_tini_fdrad,manuscript_inclusion,qc_basic,qc_ciwidth_4w,qc_ciwidth_6w,qc_ciwidth_8w,qc_ciwidth_10w,qc_r2_0_1,qc_r2_0_2,qc_r2_0_3,qc_r2_0_4
Postcentral_R,23.428368207599124,1.0975566921464426,4.302422233214055,0.13827721855372116,0.31552724976131774,0.8830953472520394,True,26.869036479910193,1.1788789248418143,4.621205385379912,-0.1390662681242827,0.6090702757482905,0.4223850916253419,True,-3.4406682723110684,23.3801140891033,27.1605953369045,1,True,False,True,True,True,True,True,True,True
Parietal_Sup_L,27.920126874761756,0.2760681081824958,1.0821869840753835,0.1359500518374569,0.5551537068582318,0.9367607238380214,True,28.51119326298013,0.41100843606686466,1.6111530693821094,-0.23348479629523014,0.8001323268484011,0.8221317089272008,True,-0.5910663882183727,27.9024046921605,28.5105817796941,1,True,True,True,True,True,True,True,True,True
Parietal_Sup_R,28.3456955391698,0.2897438244111235,1.1357957916916042,0.14261022729301348,0.5315129612529966,0.9334278748132686,True,28.950066103362,0.4837935418310362,1.8964706839776617,-0.21805403363414858,1.1630834655028233,0.6651121532936357,True,-0.6043705641922017,28.3596492935111,29.1268250947112,1,True,True,True,True,True,True,True,True,True
Parietal_Inf_L,26.931339992014482,0.37645444761773994,1.4757014346615405,0.14672347366994776,0.354397514596256,0.9390265906667905,True,25.64026290881594,1.2440443506841004,4.876653854681673,-0.2648559522275932,0.3572806062244102,0.6391494926113015,True,1.291077083198541,26.8935456385801,25.6405678751692,1,True,False,True,True,True,True,True,True,True
Parietal_Inf_R,27.542138406620754,0.288171785343635,1.1296333985470493,0.1370151670023661,0.5006832164444712,0.9401964404676134,True,26.979654015815246,0.9633947352421866,3.776507362149371,-0.25746683524034064,0.5004846127601205,0.5929872643917034,True,0.5624843908055084,27.5115202213709,27.2590836097441,1,True,True,True,True,True,True,True,True,True
SupraMarginal_L,25.96155850109214,0.7491281034008584,2.936582165331365,0.11752880774277837,0.34588135809762377,0.8278224226686984,True,20.055597166924493,8.174287553668487,32.043207210380466,-0.4551845789022449,0.2529573334592976,0.5763551736318876,True,5.905961334167646,25.7220455982077,1.15862548751746,0,False,False,False,False,False,False,False,False,False
SupraMarginal_R,21.650280535859082,3.580102249309472,14.03400081729313,0.16955775954016453,0.1729029706789223,0.8653449327704158,True,26.09138415759561,0.9300218494588125,3.645685649878545,-0.23663068771617435,0.6918839463994707,0.49773312009680026,True,-4.441103621736527,21.5219549760502,25.5466099903732,0,False,False,False,False,False,False,False,False,False
Angular_L,27.010210713407293,0.46030989628311,1.8044147934297912,0.13611006300229261,0.3724371184281459,0.9051226542448285,True,26.421935230373784,0.7523931924909901,2.9493813145646812,-0.32200933248736713,0.45208613559060484,0.7419956460888442,True,0.5882754830335095,26.9684431451229,26.4221095655476,1,True,True,True,True,True,True,True,True,True
Angular_R,27.206876864408105,0.32831549406848354,1.2869967367484554,0.14388091621147137,0.4148437675352253,0.9408788606440179,True,27.028463143896964,1.0590767317102052,4.151580788304004,-0.29868484005610324,0.48236119703415015,0.5589328937221537,True,0.17841372051114135,27.1610446507035,27.4152763092754,1,True,False,True,True,True,True,True,True,True
Precuneus_L,27.649284871212416,0.405017702250067,1.5876693928202625,0.11647619302411748,0.3379650205057697,0.9259343755083416,True,26.842282842427593,0.7172533410914936,2.811633097078655,-0.2262028543049076,0.38196052877566494,0.7957474916902333,True,0.8070020287848223,27.6374523590309,26.8424522774706,1,True,True,True,True,True,True,True,True,True
Precuneus_R,26.60508921754036,0.4662876143832439,1.827847448382316,0.13356901181013894,0.25804581821113803,0.9433650821960423,True,27.129927272441932,0.8467178603855128,3.31913401271121,-0.18729185237562831,0.4130861502868549,0.708286803964008,True,-0.5248380549015721,26.5727774370475,27.1296936206738,1,True,True,True,True,True,True,True,True,True
Paracentral_Lobule_L,25.027354939245324,0.7302404134425277,2.8625424206947083,0.1086293605806839,0.4524274082786203,0.787114575555842,True,27.123679825771028,0.9038604204781303,3.5431328482742708,-0.09202014679039419,0.9175445526586056,0.41487686913290456,True,-2.0963248865257036,24.9930791456695,27.1237774691853,1,True,True,True,True,True,True,True,True,True
Paracentral_Lobule_R,25.327442337047977,0.540603330275547,2.119165054680144,0.09961158773088663,0.4230188310965015,0.8784413778714567,True,29.148419673103884,0.3441269317144781,1.3489775723207542,-0.07574921045065154,4.259660803204684,0.3734941904176162,True,-3.8209773360559076,25.2751438730175,29.1785484531935,1,True,True,True,True,True,True,True,True,False
Heschl_L,-17.761989828323145,1644.961227823382,6448.248013067657,405.65185852859065,0.2305187816833707,0.638122600070363,False,-25.214635061846128,0.0,0.0,-216.38457259382585,0.16453099798465765,0.5448615673351265,False,7.452645233522983,-2.72625553796035,22.5121975973793,0,False,False,False,False,False,False,False,False,False
Heschl_R,-7.652416525660553,0.0,0.0,366.33415228798236,0.32220586175444593,0.3122287980650664,False,-26.30898320984947,560.5249538806092,2197.257819211988,-1366.97790210071,0.20743473342681074,0.23634519982635305,False,18.656566684188917,25.1944663434115,-33.5812650931287,0,False,False,False,False,False,False,False,False,False
Temporal_Sup_L,21.767590233416865,2.6020157206711843,10.199901625031043,0.13685182690512024,0.23045236369137725,0.8688278820519063,True,25.287796057923092,0.9525400541491245,3.7339570122645678,-0.2786672467499627,0.42419976704342865,0.6978480266425817,True,-3.5202058245062275,21.632404351322,24.513637158486,0,False,False,False,False,False,False,False,False,False
Temporal_Sup_R,21.721832020646428,2.064554752088368,8.093054628186401,0.11281678744910213,0.3156229793651023,0.8572988880717662,True,26.217502999492037,0.7905894273160281,3.09911055507883,-0.1932841494405255,0.9430996464548754,0.47705293959038386,True,-4.4956709788456095,24.6465410044287,25.0553186141288,1,False,False,False,False,False,False,False,False,False
Temporal_Pole_Sup_L,23.258044376508806,2.2979912752839113,9.008125799112932,0.06480076811876555,0.2991231990047908,0.6813000036886877,True,26.011646984527193,3.012325600042846,11.808316352167957,-0.16780548416678187,0.2500951777177172,0.34273941847253286,True,-2.7536026080183866,22.2565184117322,26.1384110259438,0,True,False,False,False,False,True,True,True,False
Temporal_Pole_Sup_R,21.51522452770563,5.830123162466231,22.854082796867626,0.14226411468759978,0.15211890369199818,0.7662600649534361,True,31.10073349066977,1.5673065152909547,6.143841539940542,-0.1581598026580813,0.4657115379948277,0.3135438071169293,True,-9.585508962964141,21.437404528057,33.3234561872366,0,False,False,False,False,False,False,False,False,False
Temporal_Mid_L,27.67257072918435,0.3314128860667015,1.29913851338147,0.12959474686988567,0.38918456572847065,0.9408805721793401,True,26.545050978511053,1.3841164281366611,5.425736398295712,-0.3417735127687066,0.35492939331665463,0.5491231036935038,True,1.1275197506732972,27.669392343402,26.5254904454299,1,True,False,True,True,True,True,True,True,True
Temporal_Mid_R,26.48526969124299,0.3972276702192963,1.5571324672596414,0.15183296505544722,0.277627541958195,0.9553786078704634,True,27.049605898692896,1.4020257215503327,5.495940828477304,-0.29948469811824446,0.3857554352849855,0.4946436042903488,True,-0.5643362074499052,26.4548248472767,27.6000242929154,1,True,False,True,True,True,True,True,True,True
Temporal_Pole_Mid_L,34.870224588758646,41128.451028331954,161223.52803106126,0.025664963664945743,148.4131591025766,0.3074035258579302,False,29.45991468481793,3.2495572612622277,12.738264464147932,-0.33159279240233536,0.15582236874145522,0.29352820532187873,True,5.410309903940714,34.6993724577743,33.3265936606647,1,False,False,False,False,False,False,False,False,False
Temporal_Pole_Mid_R,34.77011387519652,0.2257679723457311,0.8850104515952659,0.03325610557623119,11.732963847555933,0.35899426802965717,True,33.28963854348768,0.8994703526521199,3.52592378239631,-0.17242458886055306,1.1451008673821501,0.31650082783311506,True,1.4804753317088384,-791683.712751296,34.6925759974023,0,True,True,True,True,True,True,True,True,False
Temporal_Inf_L,29.71342022785952,0.35038873702512696,1.3735238491384976,0.11915425013134454,0.3587352085928552,0.9192236887699703,True,28.145406400207417,1.6088285311892314,6.306607842261787,-0.23353931234297695,0.3265014565484524,0.4283694727750256,True,1.568013827652102,29.7209898325554,29.8562148909291,1,True,False,False,True,True,True,True,True,True
